vm8-0,5.0,0.0
vm1-0,5.0,0.0
vm15-1,5.0,0.0
vm9-1,5.0,0.0
vm12-1,5.0,0.0
vm7-1,5.0,0.0
vm2-1,5.0,0.0
vm17-0,5.0,0.0
vm20-0,5.0,0.0
vm20-1,5.0,0.0
vm0-0,5.0,0.4
vm13-1,5.0,0.0
vm5-1,5.0,0.0
vm10-1,5.0,0.0
vm16-1,5.0,0.0
vm24-1,5.0,0.0
vm11-0,5.0,0.0
vm9-0,5.0,0.0
vm21-0,5.0,0.0
vm10-0,5.0,0.0
vm4-0,5.0,0.0
vm19-0,5.0,0.0
vm24-0,5.0,0.0
vm7-0,5.0,0.0
vm12-0,5.0,0.0
vm14-0,5.0,0.0
vm21-1,5.0,0.0
vm17-1,5.0,0.0
vm13-0,5.0,0.0
vm11-1,5.0,0.0
vm6-0,5.0,0.0
vm14-1,5.0,0.0
vm2-0,5.0,0.0
vm5-0,5.0,0.0
vm15-0,5.0,0.0
vm19-1,5.0,0.0
vm3-1,5.0,0.0
vm18-1,5.0,0.0
vm23-1,5.0,0.0
vm1-1,5.0,0.0
vm22-0,5.0,0.0
vm4-1,5.0,0.0
vm3-0,5.0,0.0
vm8-1,5.0,0.0
vm0-1,5.0,0.4
vm16-0,5.0,0.0
vm23-0,5.0,0.0
vm22-1,5.0,0.0
vm18-0,5.0,0.0
vm6-1,5.0,0.0
vm8-0,10.0,0.0
vm1-0,10.0,0.4
vm15-1,10.0,0.0
vm9-1,10.0,0.0
vm12-1,10.0,0.0
vm7-1,10.0,0.0
vm2-1,10.0,0.0
vm17-0,10.0,0.0
vm20-0,10.0,0.0
vm20-1,10.0,0.0
vm0-0,10.0,0.0
vm13-1,10.0,0.0
vm5-1,10.0,0.0
vm10-1,10.0,0.0
vm16-1,10.0,0.0
vm24-1,10.0,0.0
vm11-0,10.0,0.0
vm9-0,10.0,0.0
vm21-0,10.0,0.0
vm10-0,10.0,0.0
vm4-0,10.0,0.0
vm19-0,10.0,0.0
vm24-0,10.0,0.0
vm7-0,10.0,0.0
vm12-0,10.0,0.0
vm14-0,10.0,0.0
vm21-1,10.0,0.0
vm17-1,10.0,0.0
vm13-0,10.0,0.0
vm11-1,10.0,0.0
vm6-0,10.0,0.0
vm14-1,10.0,0.0
vm2-0,10.0,0.2
vm5-0,10.0,0.0
vm15-0,10.0,0.0
vm19-1,10.0,0.0
vm3-1,10.0,0.0
vm18-1,10.0,0.0
vm23-1,10.0,0.0
vm1-1,10.0,0.4
vm22-0,10.0,0.0
vm4-1,10.0,0.0
vm3-0,10.0,0.0
vm8-1,10.0,0.0
vm0-1,10.0,0.0
vm16-0,10.0,0.0
vm23-0,10.0,0.0
vm22-1,10.0,0.0
vm18-0,10.0,0.0
vm6-1,10.0,0.0
vm8-0,15.0,0.0
vm1-0,15.0,0.0
vm15-1,15.0,0.0
vm9-1,15.0,0.0
vm12-1,15.0,0.0
vm7-1,15.0,0.0
vm2-1,15.0,0.4
vm17-0,15.0,0.0
vm20-0,15.0,0.0
vm20-1,15.0,0.0
vm0-0,15.0,0.0
vm13-1,15.0,0.0
vm5-1,15.0,0.0
vm10-1,15.0,0.0
vm16-1,15.0,0.0
vm24-1,15.0,0.0
vm11-0,15.0,0.0
vm9-0,15.0,0.0
vm21-0,15.0,0.0
vm10-0,15.0,0.0
vm4-0,15.0,0.0
vm19-0,15.0,0.0
vm24-0,15.0,0.0
vm7-0,15.0,0.0
vm12-0,15.0,0.0
vm14-0,15.0,0.0
vm21-1,15.0,0.0
vm17-1,15.0,0.0
vm13-0,15.0,0.0
vm11-1,15.0,0.0
vm6-0,15.0,0.0
vm14-1,15.0,0.0
vm2-0,15.0,0.2
vm5-0,15.0,0.0
vm15-0,15.0,0.0
vm19-1,15.0,0.0
vm3-1,15.0,0.0
vm18-1,15.0,0.0
vm23-1,15.0,0.0
vm1-1,15.0,0.0
vm22-0,15.0,0.0
vm4-1,15.0,0.0
vm3-0,15.0,0.4
vm8-1,15.0,0.0
vm0-1,15.0,0.0
vm16-0,15.0,0.0
vm23-0,15.0,0.0
vm22-1,15.0,0.0
vm18-0,15.0,0.0
vm6-1,15.0,0.0
vm8-0,20.0,0.0
vm1-0,20.0,0.0
vm15-1,20.0,0.0
vm9-1,20.0,0.0
vm12-1,20.0,0.0
vm7-1,20.0,0.0
vm2-1,20.0,0.0
vm17-0,20.0,0.0
vm20-0,20.0,0.0
vm20-1,20.0,0.0
vm0-0,20.0,0.0
vm13-1,20.0,0.0
vm5-1,20.0,0.0
vm10-1,20.0,0.0
vm16-1,20.0,0.0
vm24-1,20.0,0.0
vm11-0,20.0,0.0
vm9-0,20.0,0.0
vm21-0,20.0,0.0
vm10-0,20.0,0.0
vm4-0,20.0,0.4
vm19-0,20.0,0.0
vm24-0,20.0,0.0
vm7-0,20.0,0.0
vm12-0,20.0,0.0
vm14-0,20.0,0.0
vm21-1,20.0,0.0
vm17-1,20.0,0.0
vm13-0,20.0,0.0
vm11-1,20.0,0.0
vm6-0,20.0,0.0
vm14-1,20.0,0.0
vm2-0,20.0,0.0
vm5-0,20.0,0.0
vm15-0,20.0,0.0
vm19-1,20.0,0.0
vm3-1,20.0,0.4
vm18-1,20.0,0.0
vm23-1,20.0,0.0
vm1-1,20.0,0.0
vm22-0,20.0,0.0
vm4-1,20.0,0.2
vm3-0,20.0,0.0
vm8-1,20.0,0.0
vm0-1,20.0,0.0
vm16-0,20.0,0.0
vm23-0,20.0,0.0
vm22-1,20.0,0.0
vm18-0,20.0,0.0
vm6-1,20.0,0.0
vm8-0,25.0,0.0
vm1-0,25.0,0.0
vm15-1,25.0,0.0
vm9-1,25.0,0.0
vm12-1,25.0,0.0
vm7-1,25.0,0.0
vm2-1,25.0,0.0
vm17-0,25.0,0.0
vm20-0,25.0,0.0
vm20-1,25.0,0.0
vm0-0,25.0,0.0
vm13-1,25.0,0.0
vm5-1,25.0,0.4
vm10-1,25.0,0.0
vm16-1,25.0,0.0
vm24-1,25.0,0.0
vm11-0,25.0,0.0
vm9-0,25.0,0.0
vm21-0,25.0,0.0
vm10-0,25.0,0.0
vm4-0,25.0,0.0
vm19-0,25.0,0.0
vm24-0,25.0,0.0
vm7-0,25.0,0.0
vm12-0,25.0,0.0
vm14-0,25.0,0.0
vm21-1,25.0,0.0
vm17-1,25.0,0.0
vm13-0,25.0,0.0
vm11-1,25.0,0.0
vm6-0,25.0,0.0
vm14-1,25.0,0.0
vm2-0,25.0,0.0
vm5-0,25.0,0.4
vm15-0,25.0,0.0
vm19-1,25.0,0.0
vm3-1,25.0,0.0
vm18-1,25.0,0.0
vm23-1,25.0,0.0
vm1-1,25.0,0.0
vm22-0,25.0,0.0
vm4-1,25.0,0.2
vm3-0,25.0,0.0
vm8-1,25.0,0.0
vm0-1,25.0,0.0
vm16-0,25.0,0.0
vm23-0,25.0,0.0
vm22-1,25.0,0.0
vm18-0,25.0,0.0
vm6-1,25.0,0.0
vm8-0,30.0,0.0
vm1-0,30.0,0.0
vm15-1,30.0,0.0
vm9-1,30.0,0.0
vm12-1,30.0,0.0
vm7-1,30.0,0.0
vm2-1,30.0,0.0
vm17-0,30.0,0.0
vm20-0,30.0,0.0
vm20-1,30.0,0.0
vm0-0,30.0,0.0
vm13-1,30.0,0.0
vm5-1,30.0,0.0
vm10-1,30.0,0.0
vm16-1,30.0,0.0
vm24-1,30.0,0.0
vm11-0,30.0,0.0
vm9-0,30.0,0.0
vm21-0,30.0,0.0
vm10-0,30.0,0.0
vm4-0,30.0,0.0
vm19-0,30.0,0.0
vm24-0,30.0,0.0
vm7-0,30.0,0.2
vm12-0,30.0,0.0
vm14-0,30.0,0.0
vm21-1,30.0,0.0
vm17-1,30.0,0.0
vm13-0,30.0,0.0
vm11-1,30.0,0.0
vm6-0,30.0,0.4
vm14-1,30.0,0.0
vm2-0,30.0,0.0
vm5-0,30.0,0.0
vm15-0,30.0,0.0
vm19-1,30.0,0.0
vm3-1,30.0,0.0
vm18-1,30.0,0.0
vm23-1,30.0,0.0
vm1-1,30.0,0.0
vm22-0,30.0,0.0
vm4-1,30.0,0.0
vm3-0,30.0,0.0
vm8-1,30.0,0.0
vm0-1,30.0,0.0
vm16-0,30.0,0.0
vm23-0,30.0,0.0
vm22-1,30.0,0.0
vm18-0,30.0,0.0
vm6-1,30.0,0.4
vm8-0,35.0,0.4
vm1-0,35.0,0.0
vm15-1,35.0,0.0
vm9-1,35.0,0.0
vm12-1,35.0,0.0
vm7-1,35.0,0.4
vm2-1,35.0,0.0
vm17-0,35.0,0.0
vm20-0,35.0,0.0
vm20-1,35.0,0.0
vm0-0,35.0,0.0
vm13-1,35.0,0.0
vm5-1,35.0,0.0
vm10-1,35.0,0.0
vm16-1,35.0,0.0
vm24-1,35.0,0.0
vm11-0,35.0,0.0
vm9-0,35.0,0.0
vm21-0,35.0,0.0
vm10-0,35.0,0.0
vm4-0,35.0,0.0
vm19-0,35.0,0.0
vm24-0,35.0,0.0
vm7-0,35.0,0.2
vm12-0,35.0,0.0
vm14-0,35.0,0.0
vm21-1,35.0,0.0
vm17-1,35.0,0.0
vm13-0,35.0,0.0
vm11-1,35.0,0.0
vm6-0,35.0,0.0
